"patchX [cm]","patchY [cm]","Phi [deg]","Freq [GHz]","max(dB(GainTotal)) []"
0.7,1.1,0,19,4.0399871227235
0.7,1.1,0,19.75,2.33729382294029
0.7,1.1,0,20.5,2.73209289497893
0.7,1.1,0,22,2.56749009326007
0.7,1.1,0,23.5,2.94041860029075
0.7,1.1,0,25,3.45709535790101
0.7,1.2,0,1,-27.7233221489666
0.7,1.2,0,1.75,-20.2504029549497
0.7,1.2,0,2.5,-15.2391017502491
0.7,1.2,0,4,-7.00200621677861
0.7,1.2,0,7,3.95915678309597
0.7,1.2,0,8.5,5.1427771898484
0.7,1.2,0,10,5.85927387266721
0.7,1.2,0,11.5,-3.42974068554609
0.7,1.2,0,12.25,-2.29054418470792
0.7,1.2,0,13,0.904696514442293
0.7,1.2,0,14.5,4.94926208968105
0.7,1.2,0,16,6.68691292126523
0.7,1.2,0,17.5,5.90859935040852
0.7,1.2,0,19,2.70488395442804
0.7,1.2,0,20.5,1.41077782166652
0.7,1.2,0,22,2.22413698270801
0.7,1.2,0,23.5,4.14554002057469
0.7,1.2,0,25,4.44293865661159
0.7,1.3,0,1,-27.3441862932861
0.7,1.3,0,2.5,-14.8997828126457
0.7,1.3,0,4,-6.75967306485794
0.7,1.3,0,7,3.98028736781828
0.7,1.3,0,8.5,5.18755598180707
0.7,1.3,0,10,5.38599008329988
0.7,1.3,0,10.75,-1.93810496104218
0.7,1.3,0,11.5,-0.76487945471443
0.7,1.3,0,13,3.32904456699108
0.7,1.3,0,14.5,5.70630687254413
0.7,1.3,0,16,6.61334183124541
0.7,1.3,0,17.5,3.32294289532037
0.7,1.3,0,19,2.27804673809922
0.7,1.3,0,19.75,0.642977177059079
0.7,1.3,0,20.5,1.46706776551965
0.7,1.3,0,22,3.74483782350412
0.7,1.3,0,23.5,4.29010496255524
0.7,1.3,0,25,4.61372199271728
0.7,1.4,0,1,-27.093313984104
0.7,1.4,0,1.75,-19.640251168306
0.7,1.4,0,2.5,-14.6688819182011
0.7,1.4,0,4,-6.63306385922471
0.7,1.4,0,7,3.85632311297827
0.7,1.4,0,8.5,5.01320074080839
0.7,1.4,0,10,2.62864317376763
0.7,1.4,0,11.5,2.96919023477517
0.7,1.4,0,13,4.43277709392762
0.7,1.4,0,14.5,5.82156094503213
0.7,1.4,0,16,5.63232417394858
0.7,1.4,0,16.75,3.21971622927133
0.7,1.4,0,17.5,3.43483595039345
0.7,1.4,0,19,0.70947683250106
0.7,1.4,0,20.5,2.67943864800882
0.7,1.4,0,21.25,3.68742400082266
0.7,1.4,0,22,4.04215061927889
0.7,1.4,0,22.75,3.80966121128507
0.7,1.4,0,23.5,3.60105164127982
0.7,1.4,0,25,2.9051949331474
0.7,1.5,0,1,-26.7816288052699
0.7,1.5,0,1.75,-19.3365157761153
0.7,1.5,0,2.5,-14.386841361681
0.7,1.5,0,4,-6.47855008773478
0.7,1.5,0,7,3.73778646441724
0.7,1.5,0,8.5,4.74893037356783
0.7,1.5,0,9.25,4.73033171055892
0.7,1.5,0,10,0.600150585219388
0.7,1.5,0,11.5,4.75730518680439
0.7,1.5,0,13,5.21734086795775
0.7,1.5,0,14.5,5.75104687391067
0.7,1.5,0,16,3.70446632755936
0.7,1.5,0,17.5,2.41773115068744
0.7,1.5,0,19,0.994541633671794
0.7,1.5,0,20.5,3.80605111734063
0.7,1.5,0,21.25,3.82864720058217
0.7,1.5,0,22,3.67887066379155
0.7,1.5,0,25,4.36571996989781
0.7,1.6,0,1,-26.512245025202
0.7,1.6,0,1.75,-19.0809268139685
0.7,1.6,0,2.5,-14.1529091413695
0.7,1.6,0,4,-6.37339449443344
0.7,1.6,0,7,3.47802267576413
0.7,1.6,0,8.5,3.87444656391414
0.7,1.6,0,9.25,-1.09258186088857
0.7,1.6,0,10,4.78685669654677
0.7,1.6,0,10.75,5.40275719135043
0.7,1.6,0,11.5,5.53146169059492
0.7,1.6,0,12.25,5.56297717952571
0.7,1.6,0,13,5.53053747878137
0.7,1.6,0,14.5,5.2315235453976
0.7,1.6,0,16,2.21876286281041
0.7,1.6,0,16.375,2.53330702717004
0.7,1.6,0,16.75,1.98110789849706
0.7,1.6,0,17.5,-0.0629755219316615
0.7,1.6,0,18.25,1.13483644870958
0.7,1.6,0,19,2.46522857745511
0.7,1.6,0,20.5,2.95185252212613
0.7,1.6,0,21.25,3.26715977018109
0.7,1.6,0,22,3.46999142893647
0.7,1.6,0,23.5,2.97887249393873
0.7,1.6,0,24.25,3.49961428037254
0.7,1.6,0,25,4.1610710616405
0.7,1.7,0,1,-26.3822092392362
0.7,1.7,0,1.75,-18.9583096450739
0.7,1.7,0,2.5,-14.0543925321426
0.7,1.7,0,4,-6.51884344206868
0.7,1.7,0,7,2.67761194885157
0.7,1.7,0,8.5,-0.542348191231142
0.7,1.7,0,10,5.90304837150066
0.7,1.7,0,11.5,6.18822803702928
0.7,1.7,0,12.25,6.1471703999328
0.7,1.7,0,13,5.9966773009599
0.7,1.7,0,16,1.2233048920695
0.7,1.7,0,16.375,-0.0187355252543249
0.7,1.7,0,16.75,0.5914668235713
0.7,1.7,0,17.5,2.45371631703052
0.7,1.7,0,18.25,3.04756383254504
0.7,1.7,0,19,3.04503004989074
0.7,1.7,0,22,3.45324896336753
0.7,1.7,0,23.5,2.83632671113825
0.7,1.7,0,24.25,3.21110051830804
0.7,1.7,0,25,6.35543718092724
0.7,1.8,0,1,-26.0387299240699
0.7,1.8,0,2.5,-13.7488190214781
0.7,1.8,0,4,-6.39681830966452
0.7,1.8,0,5.5,0.594176564394826
0.7,1.8,0,7,2.09061587407491
0.7,1.8,0,8.5,-8.3213364237923
0.7,1.8,0,9.25,5.33624110077342
0.7,1.8,0,10,6.16968768742515
0.7,1.8,0,11.5,6.44971460740251
0.7,1.8,0,13,6.05889151177349
0.7,1.8,0,13.75,5.39357911465527
0.7,1.8,0,14.5,4.09043225106704
0.7,1.8,0,15.25,1.45234159217261
0.7,1.8,0,16,-0.702185334023552
0.7,1.8,0,16.75,2.45007073971093
0.7,1.8,0,17.5,3.02626510974668
0.7,1.8,0,19,2.66274338496168
0.7,1.8,0,20.5,3.19445627311848
0.7,1.8,0,22,3.49609845691037
0.7,1.8,0,22.75,2.75176779685738
0.7,1.8,0,23.5,0.560620928212422
0.7,1.8,0,24.25,4.6168873695982
0.7,1.8,0,25,6.04378133434178
0.7,1.9,0,1,-25.8049302399733
0.7,1.9,0,4,-6.31088822140214
0.7,1.9,0,4.75,-2.34607093546779
0.7,1.9,0,5.5,0.494918526854243
0.7,1.9,0,7,1.52467113101961
0.7,1.9,0,8.5,-1.87227715634975
0.7,1.9,0,9.25,5.70717577488883
0.7,1.9,0,10,6.26998655120335
0.7,1.9,0,10.75,6.51437323853116
0.7,1.9,0,11.5,6.60720174171811
0.7,1.9,0,13,5.97780762969447
0.7,1.9,0,13.375,5.54262001683122
0.7,1.9,0,13.75,4.96042235684953
0.7,1.9,0,14.5,2.99863140838022
0.7,1.9,0,15.25,-1.5741776364978
0.7,1.9,0,16,1.66258674466699
0.7,1.9,0,16.75,2.82628672571402
0.7,1.9,0,17.5,2.90685457914333
0.7,1.9,0,19,2.64285604247709
0.7,1.9,0,20.5,3.9763368378188
0.7,1.9,0,21.25,4.19055055828825
0.7,1.9,0,22,2.95442612955804
0.7,1.9,0,22.75,-0.323620788014724
0.7,1.9,0,23.5,2.82932010944987
0.7,1.9,0,24.25,5.27255026435093
0.7,1.9,0,25,6.54772724728715
0.7,1.91,0,1,-25.771999247777
0.7,1.91,0,2.5,-13.5080100224783
0.7,1.91,0,4,-6.29351834265606
0.7,1.91,0,4.75,-2.35227904281607
0.7,1.91,0,5.5,0.477555883395252
0.7,1.91,0,7,1.44696525248593
0.7,1.91,0,8.5,-1.13376039777854
0.7,1.91,0,9.25,5.76299472638585
0.7,1.91,0,10,6.31362038486703
0.7,1.91,0,11.5,6.65093802053698
0.7,1.91,0,13,5.96534185587661
0.7,1.91,0,13.375,5.50883723028392
0.7,1.91,0,13.75,4.91038520919824
0.7,1.91,0,14.5,2.81184686586864
0.7,1.91,0,15.25,-1.9626518152012
0.7,1.91,0,16,1.78158758060589
0.7,1.91,0,16.75,2.86593130628186
0.7,1.91,0,17.5,2.93009120236104
0.7,1.91,0,19,2.52716886945583
0.7,1.91,0,20.5,4.04527141278374
0.7,1.91,0,22,3.22579257241482
0.7,1.91,0,22.75,-0.231407291257677
0.7,1.91,0,23.5,2.65132606693944
0.7,1.91,0,25,6.14397686406156
0.8,0.5,0,1,-30.3793606364248
0.8,0.5,0,2.5,-17.7116343341673
0.8,0.5,0,4,-8.92078348876326
0.8,0.5,0,5.5,0.395031449491971
0.8,0.5,0,7,3.85372746025297
0.8,0.5,0,8.5,4.98630922811363
0.8,0.5,0,10,5.59553126665336
0.8,0.5,0,10.75,5.65955817062818
0.8,0.5,0,11.5,5.30588703383095
0.8,0.5,0,13,4.68789319690305
0.8,0.5,0,14.5,6.175759093578
0.8,0.5,0,15.25,6.01485088384094
0.8,0.5,0,16,4.92726536056097
0.8,0.5,0,17.5,4.2492670038865
0.8,0.5,0,19,4.49020902126319
0.8,0.5,0,22,2.23606030775907
0.8,0.5,0,25,5.45170426831746
0.8,0.6,0,1,-29.7894655513862
0.8,0.6,0,4,-8.39970926413779
0.8,0.6,0,5.5,0.726951710934205
0.8,0.6,0,7,4.03803916056528
0.8,0.6,0,8.5,5.13295773378467
0.8,0.6,0,10,5.7092631348766
0.8,0.6,0,13,4.46450574690179
0.8,0.6,0,16,3.46255981581098
0.8,0.6,0,19,1.51179878862315
0.8,0.6,0,20.5,1.59911541067316
0.8,0.6,0,22,3.39377784665411
0.8,0.6,0,22.75,3.66190290195196
0.8,0.6,0,23.5,2.35282106472052
0.8,0.6,0,24.25,3.20334881579469
0.8,0.6,0,25,2.34426948003522
0.8,0.7,0,1,-29.2781759054513
0.8,0.7,0,2.5,-16.6526824734602
0.8,0.7,0,4,-7.9790626606352
0.8,0.7,0,5.5,0.999804231298878
0.8,0.7,0,7,4.19627635248823
0.8,0.7,0,10,5.80954076003731
0.8,0.7,0,11.5,5.04858620975451
0.8,0.7,0,13,3.89587914774101
0.8,0.7,0,14.5,4.06898570306633
0.8,0.7,0,16,-0.766584038582408
0.8,0.7,0,17.5,-0.649529278112736
0.8,0.7,0,19,1.6158227924711
0.8,0.7,0,20.5,4.16195415856698
0.8,0.7,0,21.25,4.61683819473633
0.8,0.7,0,22,4.91036559680384
0.8,0.7,0,23.5,2.65364422240658
0.8,0.7,0,24.25,0.25269270403949
0.8,0.7,0,25,1.45059993147629
0.8,0.8,0,1,-28.8173555153924
0.8,0.8,0,2.5,-16.2259658020258
0.8,0.8,0,4,-7.62546269493098
0.8,0.8,0,7,4.26311677179886
0.8,0.8,0,8.5,5.33357403745267
0.8,0.8,0,10,5.83798481358155
0.8,0.8,0,11.5,4.74338396196264
0.8,0.8,0,13,2.63259381063423
0.8,0.8,0,14.5,-0.789145848006517
0.8,0.8,0,15.25,-1.86165468436768
0.8,0.8,0,16,-0.256112726409544
0.8,0.8,0,17.5,2.2775559857549
0.8,0.8,0,19,3.69189136175383
0.8,0.8,0,20.5,5.01099818046956
0.8,0.8,0,22,6.05466659300039
0.8,0.8,0,23.5,3.96497011266842
0.8,0.8,0,25,3.16989322642341
0.8,0.9,0,1,-28.3599023036383
0.8,0.9,0,4,-7.29495668062939
0.8,0.9,0,5.5,1.3429217986817
0.8,0.9,0,7,4.36585651163206
0.8,0.9,0,10,5.85629527170876
0.8,0.9,0,10.75,5.42456237101448
0.8,0.9,0,11.5,3.97571218025512
0.8,0.9,0,13,-0.628576607397833
0.8,0.9,0,16,3.5281100728468
0.8,0.9,0,17.5,4.06129729156326
0.8,0.9,0,19,4.61753937715106
0.8,0.9,0,19.75,4.74745727629688
0.8,0.9,0,20.5,5.98159320968731
0.8,0.9,0,21.25,6.62598201030496
0.8,0.9,0,22,6.3630269944969
0.8,0.9,0,23.5,4.70418828255122
0.8,0.9,0,25,2.99436477125831
0.8,1,0,1,-27.9719177717674
0.8,1,0,4,-6.99998415492188
0.8,1,0,5.5,1.48501386065148
0.8,1,0,7,4.44145824057176
0.8,1,0,8.5,5.52443487487232
0.8,1,0,10,5.81261398617523
0.8,1,0,10.75,4.92113431560334
0.8,1,0,11.5,2.43301157673999
0.8,1,0,13,-3.73092185241966
0.8,1,0,14.5,3.78874195227552
0.8,1,0,16,4.78050535278265
0.8,1,0,19,3.60779359082903
0.8,1,0,22,6.75171094119776
0.8,1,0,23.5,5.52980325442828
0.8,1,0,25,3.73399897178574
0.8,1.1,0,1,-27.6043067814237
0.8,1.1,0,2.5,-15.0929533584203
0.8,1.1,0,4,-6.69947978732118
0.8,1.1,0,5.5,1.64423567696366
0.8,1.1,0,7,4.52751532638966
0.8,1.1,0,8.5,5.64232215515237
0.8,1.1,0,10,5.62011248840887
0.8,1.1,0,11.5,-1.15633950492778
0.8,1.1,0,13,-0.503403997661698
0.8,1.1,0,13.75,3.38662082203416
0.8,1.1,0,14.5,5.78421042111838
0.8,1.1,0,16,5.45386864170145
0.8,1.1,0,16.75,5.19291164967428
0.8,1.1,0,17.5,4.77678686817017
0.8,1.1,0,19,4.47379743439437
0.8,1.1,0,20.5,6.85391051056863
0.8,1.1,0,22,6.30885728960166
0.8,1.1,0,25,5.04735733092402
0.8,1.2,0,1,-27.2566528296763
0.8,1.2,0,1.75,-19.7892750010497
0.8,1.2,0,2.5,-14.78016725495
0.8,1.2,0,4,-6.50671123045361
0.8,1.2,0,5.5,1.71996690127865
0.8,1.2,0,7,4.5503351718117
0.8,1.2,0,8.5,5.67885098523275
0.8,1.2,0,9.25,5.83612176983865
0.8,1.2,0,10,4.95370610671285
0.8,1.2,0,10.75,0.593345000799463
0.8,1.2,0,11.5,-5.08887418902923
0.8,1.2,0,12.25,-0.848633466194707
0.8,1.2,0,13,2.41367878780063
0.8,1.2,0,14.5,6.51048120796658
0.8,1.2,0,15.25,6.77347098342074
0.8,1.2,0,16,5.86364163182108
0.8,1.2,0,16.75,4.83581824390993
0.8,1.2,0,17.5,2.99395769403336
0.8,1.2,0,18.25,2.37469984437409
0.8,1.2,0,19,4.9063395726259
0.8,1.2,0,20.5,5.18220850836763
0.8,1.2,0,22,6.1564877713001
0.8,1.2,0,22.75,6.2076408683141
0.8,1.2,0,23.5,5.84131130016012
0.8,1.2,0,24.25,5.79192063966194
0.8,1.2,0,25,5.42216783153617
0.8,1.3,0,1,-26.9515675871214
0.8,1.3,0,1.75,-19.4971739604558
0.8,1.3,0,2.5,-14.5056173466857
0.8,1.3,0,4,-6.31340332872697
0.8,1.3,0,7,4.58587633493863
0.8,1.3,0,8.5,5.75853120065701
0.8,1.3,0,9.25,5.70648548763819
0.8,1.3,0,10,3.09421744275283
0.8,1.3,0,10.75,-4.56950257775676
0.8,1.3,0,11.5,-0.942473197660564
0.8,1.3,0,12.25,1.76549597672026
0.8,1.3,0,13,4.20916642202234
0.8,1.3,0,13.75,5.93891734539461
0.8,1.3,0,14.5,6.88938770621659
0.8,1.3,0,15.25,7.01744248655168
0.8,1.3,0,16,5.74240156159077
0.8,1.3,0,16.375,4.45407128852704
0.8,1.3,0,16.75,3.05143514865895
0.8,1.3,0,17.5,0.990942107408619
0.8,1.3,0,19,4.22219087162825
0.8,1.3,0,19.375,3.88721189160593
0.8,1.3,0,19.75,3.45987483097327
0.8,1.3,0,20.5,5.57832516007432
0.8,1.3,0,22,7.04645986760777
0.8,1.3,0,25,6.25333501656253
0.8,1.4,0,1,-26.6549720793353
0.8,1.4,0,1.75,-19.2047088624871
0.8,1.4,0,2.5,-14.2452091022305
0.8,1.4,0,4,-6.16063171459287
0.8,1.4,0,7,4.54329698001406
0.8,1.4,0,8.5,5.74669014985691
0.8,1.4,0,9.25,5.15620284541189
0.8,1.4,0,10,-1.8995418024607
0.8,1.4,0,10.75,-1.08684581375469
0.8,1.4,0,11.5,2.11337925168515
0.8,1.4,0,13,4.80976136674216
0.8,1.4,0,14.5,6.78594321335344
0.8,1.4,0,16,3.97177723187754
0.8,1.4,0,16.75,0.682551679109286
0.8,1.4,0,17.5,0.576141875473434
0.8,1.4,0,19,1.12450055193933
0.8,1.4,0,19.75,5.16360655607722
0.8,1.4,0,20.5,7.06635810646075
0.8,1.4,0,22,7.16039170887971
0.8,1.4,0,23.5,6.69914040389362
0.8,1.4,0,24.25,6.35326990808493
0.8,1.4,0,25,5.57415510744605
0.8,1.5,0,1,-26.3806435982629
0.8,1.5,0,4,-5.9643448140693
0.8,1.5,0,5.5,1.79847221483432
0.8,1.5,0,7,4.4892820883153
0.8,1.5,0,8.5,5.68309400631279
0.8,1.5,0,10,-1.56511405213665
0.8,1.5,0,10.75,2.77042842297285
0.8,1.5,0,11.5,3.87417422764523
0.8,1.5,0,13,5.13257161196302
0.8,1.5,0,14.5,6.27921430174855
0.8,1.5,0,15.25,5.01631130324292
0.8,1.5,0,16,1.21147816486141
0.8,1.5,0,17.5,-0.324069158833999
0.8,1.5,0,18.25,-0.457663437179514
0.8,1.5,0,19,4.75246012621751
0.8,1.5,0,20.5,7.00512465707047
0.8,1.5,0,22,6.78414790599826
0.8,1.5,0,23.5,5.60023259628866
0.8,1.5,0,25,4.10106474678717
0.8,1.6,0,1,-26.0943579261349
0.8,1.6,0,4,-5.89108651687876
0.8,1.6,0,5.5,1.7529354675626
0.8,1.6,0,7,4.34712889849445
0.8,1.6,0,8.5,5.26635609944882
0.8,1.6,0,9.25,-3.98964190765371
0.8,1.6,0,10,2.98950909294448
0.8,1.6,0,10.75,4.39248610188678
0.8,1.6,0,11.5,4.74788723276374
0.8,1.6,0,13,4.98064354694541
0.8,1.6,0,13.75,5.35547979442626
0.8,1.6,0,14.5,4.76074130399349
0.8,1.6,0,15.25,1.94206250235122
0.8,1.6,0,16,1.15996606165746
0.8,1.6,0,16.75,-1.32610103989473
0.8,1.6,0,17.5,-1.03838006434874
0.8,1.6,0,18.25,3.60176249002925
0.8,1.6,0,19,6.03061230381316
0.8,1.6,0,20.5,6.22246555446419
0.8,1.6,0,22,5.50483348623219
0.8,1.6,0,22.75,5.09653853691696
0.8,1.6,0,23.5,4.87852664925385
0.8,1.6,0,25,4.72829842482677
0.8,1.7,0,1,-25.8009892268389
0.8,1.7,0,2.5,-13.4750266012697
0.8,1.7,0,4,-5.68355201879364
0.8,1.7,0,5.5,1.7714933419082
0.8,1.7,0,7,4.19441460135395
0.8,1.7,0,8.5,3.0847654626862
0.8,1.7,0,9.25,2.53278188760935
0.8,1.7,0,10,4.71682591740475
0.8,1.7,0,11.5,5.33299840654444
0.8,1.7,0,12.25,5.0901012120701
0.8,1.7,0,13,4.61400394149211
0.8,1.7,0,13.375,4.56475183618212
0.8,1.7,0,13.75,4.30638160219888
0.8,1.7,0,14.5,2.82556063519429
0.8,1.7,0,15.25,3.11780177646858
0.8,1.7,0,16,-0.987621265271825
0.8,1.7,0,16.75,-1.27942733264517
0.8,1.7,0,17.5,1.79104509844599
0.8,1.7,0,18.25,5.09434779257702
0.8,1.7,0,19,6.05870455770109
0.8,1.7,0,20.5,4.57810279824049
0.8,1.7,0,21.25,4.93436587183623
0.8,1.7,0,22,5.37411362832629
0.8,1.7,0,23.5,3.52614130695684
0.8,1.7,0,24.25,4.11303826563017
0.8,1.7,0,25,5.20288474868877
0.8,1.8,0,1,-25.5171546178163
0.8,1.8,0,4,-5.57947200203933
0.8,1.8,0,5.5,1.69282042437244
0.8,1.8,0,7,3.90634473473957
0.8,1.8,0,10,5.39801734653342
0.8,1.8,0,11.5,5.70797363308709
0.8,1.8,0,13,4.59740199173447
0.8,1.8,0,14.5,3.3809415425729
0.8,1.8,0,15.25,2.13337085456446
0.8,1.8,0,16,-3.63468546926479
0.8,1.8,0,16.75,0.106644485469833
0.8,1.8,0,17.5,2.89208571296414
0.8,1.8,0,19,5.01909026472971
0.8,1.8,0,22,5.72994140714744
0.8,1.8,0,22.75,4.02013824267521
0.8,1.8,0,23.5,3.85514150317319
0.8,1.8,0,24.25,4.3874485980939
0.8,1.8,0,25,4.83525176578277
0.8,1.9,0,1,-25.2146715814249
0.8,1.9,0,1.75,-17.8123628257368
0.8,1.9,0,2.5,-12.9545350309368
0.8,1.9,0,4,-5.43678794671006
0.8,1.9,0,5.5,1.65416425423441
0.8,1.9,0,7,3.62533962198448
0.8,1.9,0,8.5,3.01934243074808
0.8,1.9,0,9.25,5.22800554472687
0.8,1.9,0,10,5.76326224941984
0.8,1.9,0,11.5,5.99331903171722
0.8,1.9,0,13,4.53863493927345
0.8,1.9,0,13.375,3.89058896516441
0.8,1.9,0,13.75,3.3323298853321
0.8,1.9,0,14.5,3.22303025748632
0.8,1.9,0,15.25,-1.16634505316649
0.8,1.9,0,16,-1.3615686766191
0.8,1.9,0,16.75,0.493075348037109
0.8,1.9,0,17.5,3.37523318658844
0.8,1.9,0,19,3.47323244180184
0.8,1.9,0,20.5,6.07184466424694
0.8,1.9,0,22,5.51331689116495
0.8,1.9,0,25,5.24901408841653
0.8,1.91,0,1,-25.1909992225307
0.8,1.91,0,1.75,-17.7995716449881
0.8,1.91,0,2.5,-12.957204174619
0.8,1.91,0,4,-5.55140563511172
0.8,1.91,0,5.5,1.63020806001142
0.8,1.91,0,7,3.61878373080591
0.8,1.91,0,8.5,3.24865649448734
0.8,1.91,0,9.25,5.28921783774534
0.8,1.91,0,10,5.81054888587243
0.8,1.91,0,11.5,6.02825178250027
0.8,1.91,0,13,4.49035119703411
0.8,1.91,0,13.375,3.7860652492133
0.8,1.91,0,13.75,3.20120082368298
0.8,1.91,0,14.5,3.11968197549266
0.8,1.91,0,15.25,-1.45819833238675
0.8,1.91,0,16,-1.22607140987752
0.8,1.91,0,16.75,0.732608462426722
0.8,1.91,0,17.5,3.64710501086624
0.8,1.91,0,19,3.53569493782353
0.8,1.91,0,20.5,6.39424273892157
0.8,1.91,0,22,5.80565600327095
0.8,1.91,0,25,5.47985125673324
0.9,0.5,0,1,-29.9007138560513
0.9,0.5,0,4,-8.3307086680449
0.9,0.5,0,5.5,1.0056604883456
0.9,0.5,0,7,4.28958069737405
0.9,0.5,0,10,5.62488433293229
0.9,0.5,0,11.5,4.54417253184342
0.9,0.5,0,13,5.06508390242271
0.9,0.5,0,14.5,7.12950294808256
0.9,0.5,0,15.25,6.46554253473641
0.9,0.5,0,16,3.97174120355343
0.9,0.5,0,17.5,5.36997918955832
0.9,0.5,0,19,6.37938262515635
0.9,0.5,0,20.5,5.62772150974977
0.9,0.5,0,22,3.77340651734801
0.9,0.5,0,23.5,3.79000527594612
0.9,0.5,0,25,4.98739961380878
0.9,0.6,0,1,-29.3109608544099
0.9,0.6,0,4,-7.80552599462857
0.9,0.6,0,5.5,1.3325868620252
0.9,0.6,0,7,4.47736835930226
0.9,0.6,0,8.5,5.38165931783685
0.9,0.6,0,10,5.73013511753168
0.9,0.6,0,10.75,5.48763720399854
0.9,0.6,0,11.5,4.32400692257772
0.9,0.6,0,13,5.01753696266262
0.9,0.6,0,14.5,7.15534484328791
0.9,0.6,0,16,1.73978313428614
0.9,0.6,0,17.5,2.87606248888589
0.9,0.6,0,19,3.69739977523293
0.9,0.6,0,20.5,4.45349017661303
0.9,0.6,0,21.25,3.8521328895739
0.9,0.6,0,22,1.96581587894599
0.9,0.6,0,23.5,2.38704760105704
0.9,0.6,0,24.25,2.42687548105687
0.9,0.6,0,25,1.83212662829426
0.9,0.7,0,1,-28.7838256755664
0.9,0.7,0,2.5,-16.1495733890494
0.9,0.7,0,4,-7.35448327994423
0.9,0.7,0,7,4.64113753408876
0.9,0.7,0,8.5,5.50592683700219
0.9,0.7,0,10,5.76644228849808
0.9,0.7,0,13,4.52760346168894
0.9,0.7,0,19,3.77924392452886
0.9,0.7,0,25,1.10648886471641
0.9,0.8,0,1,-28.3344214104298
0.9,0.8,0,1.75,-20.8196431998925
0.9,0.8,0,2.5,-15.7314038828587
0.9,0.8,0,4,-7.00742502450177
0.9,0.8,0,7,4.75305058918656
0.9,0.8,0,8.5,5.58838214404366
0.9,0.8,0,10,5.70685514081291
0.9,0.8,0,11.5,3.5053983606212
0.9,0.8,0,13,3.02189620787721
0.9,0.8,0,14.5,2.19870607400931
0.9,0.8,0,16,-3.32972761978011
0.9,0.8,0,19,5.97854761329513
0.9,0.8,0,22,5.6978834651659
0.9,0.8,0,25,2.76383812304138
0.9,0.9,0,1,-27.9258212904279
0.9,0.9,0,4,-6.70515035209435
0.9,0.9,0,4.75,-1.65880968387043
0.9,0.9,0,5.5,1.95442110021959
0.9,0.9,0,7,4.82980434736182
0.9,0.9,0,8.5,5.66641127063651
0.9,0.9,0,10,5.61781525243364
0.9,0.9,0,11.5,2.65313835035115
0.9,0.9,0,13,-1.86042124815674
0.9,0.9,0,14.5,3.74270044994981
0.9,0.9,0,15.25,1.89626957570506
0.9,0.9,0,16,-0.21589748023749
0.9,0.9,0,17.5,3.68063678870701
0.9,0.9,0,19,6.68319853548611
0.9,0.9,0,20.5,8.26387103962702
0.9,0.9,0,22,6.93611151229067
0.9,0.9,0,23.5,4.44186224258258
0.9,0.9,0,24.25,2.99277404652416
0.9,0.9,0,25,3.09998345860109
0.9,1,0,1,-27.4922968034756
0.9,1,0,1.75,-19.9942833854451
0.9,1,0,2.5,-14.9367115879389
0.9,1,0,4,-6.33528105856271
0.9,1,0,5.5,2.12651294821607
0.9,1,0,7,4.93424515573474
0.9,1,0,8.5,5.74401996002139
0.9,1,0,10,5.37004855178045
0.9,1,0,11.5,0.680743333481543
0.9,1,0,12.25,-2.4531849168137
0.9,1,0,13,0.532378582652
0.9,1,0,14.5,5.39657395220765
0.9,1,0,15.25,3.21405378081489
0.9,1,0,16,1.78738867205991
0.9,1,0,16.75,3.36417981686381
0.9,1,0,17.5,3.95815194631484
0.9,1,0,19,8.09121839013541
0.9,1,0,22,6.94185106837322
0.9,1,0,25,4.60928510948783
0.9,1.1,0,1,-27.1363560856158
0.9,1.1,0,2.5,-14.6238729385983
0.9,1.1,0,4,-6.13643704963923
0.9,1.1,0,5.5,2.22380154698416
0.9,1.1,0,7,5.01560977005799
0.9,1.1,0,8.5,5.78436804412342
0.9,1.1,0,9.25,5.55998665195303
0.9,1.1,0,10,4.69825769190398
0.9,1.1,0,11.5,-2.91211729213906
0.9,1.1,0,12.25,-0.390821402349232
0.9,1.1,0,13,3.91105554513337
0.9,1.1,0,14.5,6.32390315680234
0.9,1.1,0,15.25,4.5486198354144
0.9,1.1,0,16,3.28869632656579
0.9,1.1,0,16.75,3.34347191198366
0.9,1.1,0,17.5,2.52625585633128
0.9,1.1,0,19,8.48291570520004
0.9,1.1,0,22,7.24742739366631
0.9,1.1,0,25,4.92183316175505
0.9,1.2,0,1,-26.8101279955665
0.9,1.2,0,1.75,-19.3405465078748
0.9,1.2,0,2.5,-14.3346320876594
0.9,1.2,0,4,-5.92678596581191
0.9,1.2,0,5.5,2.33218519339997
0.9,1.2,0,7,5.10549416223765
0.9,1.2,0,8.5,5.82378668042435
0.9,1.2,0,9.25,5.26345175194899
0.9,1.2,0,10,3.30762744472108
0.9,1.2,0,10.75,-1.98029762898373
0.9,1.2,0,11.5,-1.84260561680931
0.9,1.2,0,12.25,2.59248129210277
0.9,1.2,0,13,5.65011493492302
0.9,1.2,0,13.75,6.74771377383245
0.9,1.2,0,14.5,6.65344613304645
0.9,1.2,0,15.25,5.03972956247661
0.9,1.2,0,16,3.63200619919063
0.9,1.2,0,16.75,2.17414493753184
0.9,1.2,0,17.5,4.65520159997805
0.9,1.2,0,19,8.52077796976785
0.9,1.2,0,20.5,8.3368004005974
0.9,1.2,0,21.25,7.79107214301326
0.9,1.2,0,22,6.91042728215529
0.9,1.2,0,23.5,5.38133130589867
